Title,Company Name,Location,Start Date,Duration,Stipend,Status,skills required,apply by,about the internship,who can apply,About the company,End Date
Radiology Assistance,Octelerad,Chandigarh,2025-10-05,2 months,"₹ 5,000-10,000 /month",3 days ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Radiology Assistance, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Octelerad is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Digital Marketing,Arun Kumar Saxena,Work From Home,2025-10-05,2 months,"₹ 5,000-8,000 /month",3 days ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Digital Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Arun Kumar Saxena is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),Engati Technologies,Mumbai,2025-10-05,2 months,"₹ 22,000 /month",3 days ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Engati Technologies is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),Verto Bizserv,Work From Home,2025-10-05,2 months,"₹ 5,000 /month",3 days ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Verto Bizserv is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Digital Marketing,Btree Systems,Chennai,2025-10-05,2 months,"₹ 10,000 /month",3 days ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Digital Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Btree Systems is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Graphic Design,Urvi Panchal (URSA Skin & Aesthetics),Gurgaon,2025-10-05,2 months,"₹ 15,000 /month",3 days ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a Graphic Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Urvi Panchal (URSA Skin & Aesthetics) is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
International Business Development,Ingnity,Work From Home,2025-10-05,2 months,"₹ 10,000-15,000 /month",3 days ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a International Business Development, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Ingnity is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Graphic Design,The Startup Crew,Work From Home,2025-10-05,2 months,"₹ 2,000-5,000 /month",3 days ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a Graphic Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,The Startup Crew is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Digital Marketing,Global Nexus,Work From Home,2025-10-05,2 months,"₹ 2,000 /month +  Incentives",3 days ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Digital Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Global Nexus is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,The Craft Tank,Mumbai,2025-10-05,2 months,"₹ 5,000 /month",3 days ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,The Craft Tank is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
